Y1 ,Y2
-0.6892552448122313 , -0.1830287651268943
0.7719205275929875 , -1.0825741040227148
-1.6036175195456024 , -0.3919273574123186
1.061775888547129 , -0.36740658396003945
-0.15359736161394064 , -0.4674309280709805
-0.3996757501693902 , 1.0644855582559853
-1.9857041600671614 , 0.18229601036245408
-3.121341876255943 , 1.0518982580467862
-0.5914934229860016 , 0.01480437805182254
0.627044520097865 , 0.1412235257404612
0.2219877619322738 , 0.6201790251572893
-0.1541455831177827 , 0.3016642024457212
-0.8728448903527221 , -0.3689328258425868
-1.6944013834981122 , -0.153346010957337
1.5745005641185996 , 0.021433383733577012
1.2609933206668327 , 1.0148090466967197
-0.3853477526587708 , -1.521518634797668
1.3368725600601976 , 1.4266614995615166
-0.08078362790657587 , -0.31854843802463534
0.003537393644132692 , -0.5063276973270753
1.5183575178334576 , 0.10713592651921354
1.7789121509990362 , 0.6446876988669891
-1.489493699593024 , 0.026019759644005273
0.9505050015490666 , 0.06901876454346419
-0.8889171309564665 , -0.6632352984940363
-1.1228125166151095 , -0.34066142333390936
-0.019296432743638424 , 0.03379731781935087
-0.23331816820464116 , 0.927687472791731
0.4083559577077384 , 0.09387661962613587
1.4903251758454734 , 0.046489779005713834
0.7995276656200568 , -0.35641408128717206
0.8143065925921098 , -0.7850259592661502
1.2357973808086486 , 0.921767000552925
-2.6907712462250784 , 0.48830989376369527
-1.3360922863753395 , -0.3342981290771419
0.32805526838615356 , -0.5795898518148915
1.8608343475626974 , 1.7155858658226184
0.5866872408579956 , 0.21114030148082527
1.266056371743199 , 0.2855383313582358
-0.044845342442993416 , -0.8569981639966271
-0.3009311279298854 , -0.46789464425750904
0.6898639200018148 , -0.7936010209280813
1.0669975306077817 , -1.244633372785283
-0.21576294583674804 , -0.5087235815999045
-1.503315632739083 , -0.38877100646710844
-2.529222068330693 , 0.6223556808742547
0.16989963326662952 , 0.5540291678209549
1.0267802729759148 , -0.8349224088972347
1.357891798442416 , -0.5748440043538428
-0.5761807493502825 , 0.5759018861757477
-2.293984392956663 , 0.5201357397524502
1.218374817819197 , 0.4071186265334742
1.5509911320044356 , 0.0006035710969989268
